Tanggal,Nama Pelanggan,Harga,Status,Status Pembayaran,Tipe Perjalanan,Length,Recency,Frequency,Monetary
2022-10-19,TMg,0.1762820512820513,DEAL,LUNAS,PP,0.2946554149085795,0.3066104078762307,0.0,0.011739594450373533
2022-10-19,GSo,0.1762820512820513,DEAL,LUNAS,Drop,0.2946554149085795,0.3066104078762307,0.012987012987012988,0.023479188900747065
2022-10-21,PUa,0.3782051282051282,DEAL,LUNAS,PP,0.29324894514767935,0.30520393811533053,0.0,0.025186766275346852
2022-10-21,H(),0.04807692307692308,DEAL,LUNAS,PP,0.29324894514767935,0.0189873417721519,0.03896103896103896,0.023265741728922092
2022-10-24,KTr,0.1955128205128205,DEAL,LUNAS,PP,0.2911392405063291,0.2510548523206751,0.012987012987012988,0.024759871931696906
2022-10-24,IYm,0.2692307692307692,DEAL,LUNAS,PP,0.2911392405063291,0.3030942334739803,0.0,0.01792956243329776
2022-10-26,UPi,1.0,DEAL,LUNAS,PP,0.28973277074542897,0.30168776371308015,0.0,0.06659551760939167
2022-10-27,GUf,0.12820512820512822,DEAL,LUNAS,Drop,0.2890295358649789,0.11954992967651196,0.012987012987012988,0.013660618996798293
2022-10-28,TTS,0.1762820512820513,DEAL,LUNAS,PP,0.2883263009845288,0.30028129395218,0.0,0.011739594450373533
2022-10-31,PRU,0.13782051282051283,DEAL,LUNAS,Drop,0.28621659634317864,0.2981715893108298,0.0,0.009178228388473852
2022-11-01,PGk,0.21794871794871795,DEAL,LUNAS,PP,0.2855133614627286,0.1589310829817159,0.012987012987012988,0.02262540021344717
2022-11-01,PP),0.20192307692307693,DEAL,LUNAS,PP,0.2855133614627286,0.2974683544303798,0.012987012987012988,0.02689434364994664
2022-11-01,PBI,0.3782051282051282,DEAL,LUNAS,PP,0.2855133614627286,0.2974683544303798,0.012987012987012988,0.04226254002134472
2022-11-03,IGo,0.1346153846153846,DEAL,LUNAS,PP,0.28410689170182846,0.02250351617440225,0.05194805194805195,0.043543223052294557
2022-11-03,SSp,0.13782051282051283,DEAL,LUNAS,Drop,0.28410689170182846,0.29606188466947964,0.0,0.009178228388473852
2022-11-03,BIa,0.10576923076923077,DEAL,LUNAS,Drop,0.28410689170182846,0.10337552742616034,0.07792207792207792,0.08687299893276414
2022-11-03,PHa,0.1826923076923077,DEAL,LUNAS,Drop,0.28410689170182846,0.23839662447257384,0.025974025974025972,0.04034151547491996
2022-11-04,IYk,0.21794871794871795,DEAL,LUNAS,PP,0.28340365682137836,0.25316455696202533,0.012987012987012988,0.027107790821771612
2022-11-04,GIF,0.08974358974358974,DEAL,LUNAS,PP,0.28340365682137836,0.29535864978902954,0.0,0.005976520811099253
2022-11-04,ICe,0.17307692307692307,DEAL,LUNAS,PP,0.28340365682137836,0.1962025316455696,0.012987012987012988,0.02113127001067236
2022-11-05,PRo,0.20833333333333334,DEAL,LUNAS,PP,0.2827004219409283,0.2946554149085795,0.025974025974025972,0.0416221985058698
2022-11-05,BPr,0.10897435897435898,DEAL,LUNAS,PP,0.2827004219409283,0.10618846694796062,0.05194805194805195,0.055069370330843116
2022-11-07,BMl,0.20833333333333334,DEAL,LUNAS,PP,0.2812939521800282,0.29324894514767935,0.0,0.013874066168623266
2022-11-08,BMP,0.21153846153846154,DEAL,LUNAS,PP,0.2805907172995781,0.29254571026722925,0.0,0.014087513340448238
2022-11-08,LYs,0.44871794871794873,DEAL,LUNAS,PP,0.2805907172995781,0.29254571026722925,0.0,0.029882604055496264
2022-11-09,CNa,0.1891025641025641,DEAL,LUNAS,PP,0.27988748241912803,0.2918424753867792,0.0,0.012593383137673426
2022-11-10,S22,0.20192307692307693,DEAL,LUNAS,PP,0.27918424753867793,0.21378340365682139,0.07792207792207792,0.14791889007470652
2022-11-11,CKi,0.20192307692307693,DEAL,LUNAS,PP,0.2784810126582279,0.29043600562587907,0.0,0.01344717182497332
2022-11-11,TLa,0.4358974358974359,DEAL,LUNAS,Drop,0.2784810126582279,0.29043600562587907,0.0,0.029028815368196372
2022-11-12,BEa,0.3525641025641026,DEAL,LUNAS,PP,0.2777777777777778,0.28973277074542897,0.0,0.023479188900747065
2022-11-14,IMh,0.41025641025641024,DEAL,LUNAS,PP,0.27637130801687765,0.15260196905766527,0.025974025974025972,0.06787620064034151
2022-11-15,UDa,0.1826923076923077,DEAL,LUNAS,Drop,0.2756680731364276,0.2876230661040788,0.012987012987012988,0.024332977588046957
2022-11-15,PGs,0.09294871794871795,DEAL,LUNAS,PP-6Jam,0.2756680731364276,0.2770745428973277,0.012987012987012988,0.009178228388473852
2022-11-17,PIJ,0.1826923076923077,DEAL,LUNAS,Drop,0.27426160337552746,0.28621659634317864,0.012987012987012988,0.024332977588046957
2022-11-18,PPA,0.10576923076923077,DEAL,LUNAS,PP,0.27355836849507736,0.07946554149085795,0.1038961038961039,0.07876200640341516
2022-11-18,S44,0.1762820512820513,DEAL,LUNAS,PP,0.27355836849507736,0.22362869198312238,0.03896103896103896,0.04781216648879402
2022-11-18,DDn,0.14423076923076925,DEAL,LUNAS,PP,0.27355836849507736,0.28551336146272854,0.0,0.0096051227321238
2022-11-18,PTa,0.1891025641025641,DEAL,LUNAS,PP,0.27355836849507736,0.28551336146272854,0.0,0.012593383137673426
2022-11-19,TRi,0.20833333333333334,DEAL,LUNAS,PP,0.2728551336146273,0.19338959212376935,0.025974025974025972,0.03991462113127001
2022-11-21,BGi,0.10576923076923077,DEAL,LUNAS,Drop,0.2714486638537272,0.28340365682137836,0.0,0.007043756670224119
2022-11-22,BAh,0.20833333333333334,DEAL,LUNAS,PP,0.2707454289732771,0.007735583684950774,0.03896103896103896,0.06339381003201708
2022-11-22,BAy,0.20833333333333334,DEAL,LUNAS,PP,0.2707454289732771,0.28270042194092826,0.025974025974025972,0.04418356456776948
2022-11-23,P B,0.20278846153846156,DEAL,LUNAS,PP,0.27004219409282704,0.2749648382559775,0.03896103896103896,0.050973319103521875
2022-11-23,PP0,0.08653846153846154,DEAL,LUNAS,PP,0.27004219409282704,0.2819971870604782,0.0,0.00576307363927428
2022-11-24,SPA,0.20192307692307693,DEAL,LUNAS,PP,0.26933895921237694,0.2812939521800281,0.0,0.01344717182497332
2022-11-24,BFo,0.20833333333333334,DEAL,LUNAS,Drop,0.26933895921237694,0.090014064697609,0.012987012987012988,0.02774813233724653
2022-11-25,EWa,0.3782051282051282,DEAL,LUNAS,PP,0.2686357243319269,0.07946554149085795,0.05194805194805195,0.08708644610458911
2022-11-28,PAR,0.1955128205128205,DEAL,LUNAS,PP,0.26652601969057665,0.27848101265822783,0.0,0.013020277481323372
2022-11-28,IAr,0.12179487179487179,DEAL,LUNAS,PP,0.26652601969057665,0.01617440225035162,0.025974025974025972,0.025186766275346852
2022-11-29,SOa,0.483974358974359,DEAL,LUNAS,PP,0.2658227848101266,0.14767932489451477,0.025974025974025972,0.09861259338313767
2022-11-29,PAs,0.1826923076923077,DEAL,LUNAS,PP,0.2658227848101266,0.030239099859353025,0.025974025974025972,0.03649946638207044
2022-11-30,PTl,0.1346153846153846,DEAL,LUNAS,PP,0.2651195499296765,0.2770745428973277,0.0,0.00896478121664888
2022-12-01,EMa,0.483974358974359,DEAL,LUNAS,PP,0.26441631504922647,0.27637130801687765,0.012987012987012988,0.06446104589114195
2022-12-02,UHa,0.20192307692307693,DEAL,LUNAS,PP,0.26371308016877637,0.27566807313642755,0.0,0.01344717182497332
2022-12-03,ITu,0.20192307692307693,DEAL,LUNAS,PP,0.2630098452883263,0.2749648382559775,0.0,0.01344717182497332
2022-12-05,IVi,0.40384615384615385,DEAL,LUNAS,PP,0.2616033755274262,0.27355836849507736,0.0,0.02689434364994664
2022-12-05,BGn,0.08974358974358974,DEAL,LUNAS,PP,0.2616033755274262,0.12939521800281295,0.012987012987012988,0.016862326574172894
2022-12-06,SAn,0.1891025641025641,DEAL,LUNAS,PP,0.2609001406469761,0.27285513361462727,0.012987012987012988,0.025186766275346852
2022-12-06,PDi,0.09294871794871795,DEAL,LUNAS,PP,0.2609001406469761,0.27285513361462727,0.0,0.006189967982924227
2022-12-07,ILA,0.1826923076923077,DEAL,LUNAS,Drop,0.26019690576652604,0.14767932489451477,0.03896103896103896,0.050373532550693705
2022-12-09,ITi,0.20192307692307693,DEAL,LUNAS,PP,0.2587904360056259,0.058368495077355836,0.06493506493506493,0.08303094983991462
2022-12-12,BAf,0.20192307692307693,DEAL,LUNAS,PP,0.2566807313642757,0.2686357243319269,0.012987012987012988,0.02689434364994664
2022-12-13,SSk,0.20192307692307693,DEAL,LUNAS,PP,0.2559774964838256,0.2679324894514768,0.03896103896103896,0.05378868729989328
